1, none, regions_unexplored:alpha_grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
658, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
659, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
660, none, terrablender:deferred_placeholder, MONSTER, alexsmobs:farseer, 30, 1, 1
661, desert, minecraft:desert, MONSTER, graveyard:nightmare, 10, 1, 1
662, desert, minecraft:desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
663, desert, minecraft:desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
664, desert, minecraft:desert, MONSTER, alexsmobs:guster, 35, 1, 2
665, desert, minecraft:desert, MONSTER, alexsmobs:farseer, 30, 1, 1
666, desert, minecraft:desert, MONSTER, alexsmobs:murmur, 10, 1, 1
667, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
668, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
669, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
670, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
671, desert, minecraft:desert, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
672, desert, minecraft:desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
673, desert, minecraft:desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
674, desert, minecraft:desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
675, desert, minecraft:desert, CREATURE, ars_nouveau:drygmy, 10, 1, 2
676, desert, minecraft:desert, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
677, desert, minecraft:desert, CREATURE, kellomod:rat, 80, 1, 7
678, desert, minecraft:desert, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
679, desert, minecraft:desert, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
680, desert, minecraft:desert, AMBIENT, alexsmobs:fly, 10, 2, 3
681, desert, minecraft:desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
682, desert, minecraft:desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
683, desert, minecraft:desert, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
684, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
685, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
686, none, nyctocosm:desert_of_rime, MONSTER, alexsmobs:farseer, 30, 1, 1
687, none, fokastudio:dragons_den, MONSTER, alexsmobs:farseer, 30, 1, 1
688, none, stellarity:dragons_den, MONSTER, alexsmobs:farseer, 30, 1, 1
689, none, stellarity:dragons_den, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
690, none, stellarity:dragons_den, CREATURE, alexsmobs:endergrade, 10, 2, 6
691, none, stellarity:dragons_den, CREATURE, alexsmobs:spectre, 10, 1, 2
692, none, stellarity:dragons_den, CREATURE, alexsmobs:enderiophage, 10, 2, 2
693, none, stellarity:dragons_den, CREATURE, alexsmobs:cosmaw, 10, 1, 2
694, none, stellarity:dragons_den, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
695, none, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
696, none, minecraft:dripstone_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
697, none, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 60, 1, 1
698, none, minecraft:dripstone_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
699, none, minecraft:dripstone_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
700, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
701, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
702, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
703, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
704, none, minecraft:dripstone_caves, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
705, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
706, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
707, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
708, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
709, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
710, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
711, none, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
712, savanna, regions_unexplored:dry_bushland, MONSTER, graveyard:nightmare, 10, 1, 1
713, savanna, regions_unexplored:dry_bushland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
714, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
715, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:farseer, 30, 1, 1
716, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:murmur, 10, 1, 1
717, savanna, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
718, savanna, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
719, savanna, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
720, savanna, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
721, savanna, regions_unexplored:dry_bushland, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
722, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:gazelle, 40, 7, 7
723, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:elephant, 30, 3, 5
724, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:emu, 20, 2, 5
725, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:kangaroo, 25, 3, 5
726, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
727, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
728, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:drygmy, 10, 1, 2
729, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
730, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
731, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
732, savanna, regions_unexplored:dry_bushland, AMBIENT, alexsmobs:fly, 10, 2, 3
733, savanna, regions_unexplored:dry_bushland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
734, savanna, regions_unexplored:dry_bushland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
735, none, minecraft:end_barrens, MONSTER, alexsmobs:farseer, 30, 1, 1
736, none, minecraft:end_barrens, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
737, none, minecraft:end_barrens, CREATURE, alexsmobs:endergrade, 10, 2, 6
738, none, minecraft:end_barrens, CREATURE, alexsmobs:spectre, 10, 1, 2
739, none, minecraft:end_barrens, CREATURE, alexsmobs:cosmaw, 10, 1, 2
740, none, minecraft:end_barrens, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
741, none, minecraft:end_highlands, MONSTER, alexsmobs:farseer, 30, 1, 1
742, none, minecraft:end_highlands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
743, none, minecraft:end_highlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
744, none, minecraft:end_highlands, CREATURE, alexsmobs:spectre, 10, 1, 2
745, none, minecraft:end_highlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
746, none, minecraft:end_highlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
747, none, minecraft:end_midlands, MONSTER, alexsmobs:farseer, 30, 1, 1
748, none, minecraft:end_midlands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
749, none, minecraft:end_midlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
750, none, minecraft:end_midlands, CREATURE, alexsmobs:spectre, 10, 1, 2
751, none, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
752, none, minecraft:end_midlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
753, none, minecraft:end_midlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
754, none, far_end:end_wilds, MONSTER, alexsmobs:farseer, 30, 1, 1
755, none, far_end:end_wilds, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
756, none, far_end:end_wilds, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
757, none, far_end:end_wilds, CREATURE, alexsmobs:endergrade, 10, 2, 6
758, none, far_end:end_wilds, CREATURE, alexsmobs:spectre, 10, 1, 2
759, none, far_end:end_wilds, CREATURE, alexsmobs:enderiophage, 10, 2, 2
760, none, far_end:end_wilds, CREATURE, alexsmobs:cosmaw, 10, 1, 2
761, none, far_end:end_wilds, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
762, none, far_end:ender_waste, MONSTER, alexsmobs:farseer, 30, 1, 1
763, none, far_end:ender_waste, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
764, none, far_end:ender_waste, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
765, none, far_end:ender_waste, CREATURE, alexsmobs:endergrade, 10, 2, 6
766, none, far_end:ender_waste, CREATURE, alexsmobs:spectre, 10, 1, 2
767, none, far_end:ender_waste, CREATURE, alexsmobs:enderiophage, 10, 2, 2
768, none, far_end:ender_waste, CREATURE, alexsmobs:cosmaw, 10, 1, 2
769, none, far_end:ender_waste, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
770, badlands, minecraft:eroded_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
771, badlands, minecraft:eroded_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
772, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
773, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
774, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
775, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
776, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
777, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
778, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
779, badlands, minecraft:eroded_badlands, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
780, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
781, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
782, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
783, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
784, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
785, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
786, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
787, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
788, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
789, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
790, badlands, minecraft:eroded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
791, jungle, regions_unexplored:eucalyptus_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
792, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
793, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
794, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
795, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
796, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
797, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
798, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
799, jungle, regions_unexplored:eucalyptus_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
800, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
801, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:gorilla, 25, 7, 7
802, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
803, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
804, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:toucan, 23, 5, 5
805, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:anteater, 10, 1, 3
806, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
807, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
808, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
809, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
810, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
811, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
812, jungle, regions_unexplored:eucalyptus_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
813, taiga, regions_unexplored:fen, MONSTER, graveyard:ghoul, 25, 2, 5
814, taiga, regions_unexplored:fen, MONSTER, graveyard:nightmare, 10, 1, 1
815, taiga, regions_unexplored:fen, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
816, taiga, regions_unexplored:fen, MONSTER, alexsmobs:centipede_head, 10, 1, 1
817, taiga, regions_unexplored:fen, MONSTER, alexsmobs:farseer, 30, 1, 1
818, taiga, regions_unexplored:fen, MONSTER, alexsmobs:murmur, 10, 1, 1
819, taiga, regions_unexplored:fen, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
820, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
821, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
822, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
823, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
824, taiga, regions_unexplored:fen, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
825, taiga, regions_unexplored:fen, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
826, taiga, regions_unexplored:fen, CREATURE, alexsmobs:crocodile, 20, 1, 2
827, taiga, regions_unexplored:fen, CREATURE, alexsmobs:raccoon, 10, 2, 4
828, taiga, regions_unexplored:fen, CREATURE, alexsmobs:shoebill, 10, 1, 2
829, taiga, regions_unexplored:fen, CREATURE, alexsmobs:crow, 10, 3, 5
830, taiga, regions_unexplored:fen, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
831, taiga, regions_unexplored:fen, CREATURE, alexsmobs:anaconda, 12, 1, 1
832, taiga, regions_unexplored:fen, CREATURE, alexsmobs:blue_jay, 16, 2, 4
833, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:drygmy, 10, 1, 2
834, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
835, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
836, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
837, taiga, regions_unexplored:fen, AMBIENT, alexsmobs:fly, 10, 2, 3
838, taiga, regions_unexplored:fen, AMBIENT, alexsmobs:cockroach, 10, 5, 5
839, taiga, regions_unexplored:fen, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
840, taiga, regions_unexplored:fen, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
841, none, far_end:flesh_tundra, MONSTER, alexsmobs:farseer, 30, 1, 1
842, none, far_end:flesh_tundra, CREATURE, alexsmobs:endergrade, 10, 2, 6
843, none, far_end:flesh_tundra, CREATURE, alexsmobs:spectre, 10, 1, 2
844, none, far_end:flesh_tundra, CREATURE, alexsmobs:enderiophage, 10, 2, 2
845, none, far_end:flesh_tundra, CREATURE, alexsmobs:cosmaw, 10, 1, 2
846, none, far_end:flesh_tundra, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
847, none, regions_unexplored:flooded_plains, MONSTER, graveyard:ghoul, 25, 2, 5
848, none, regions_unexplored:flooded_plains, MONSTER, graveyard:nightmare, 10, 1, 1
849, none, regions_unexplored:flooded_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
850, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
851, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
852, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:murmur, 10, 1, 1
853, none, regions_unexplored:flooded_plains, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
854, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
855, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
856, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
857, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
858, none, regions_unexplored:flooded_plains, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
859, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:crocodile, 20, 1, 2
860, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:shoebill, 10, 1, 2
861, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
862, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:anaconda, 12, 1, 1
863, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
864, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
865, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
866, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
867, none, regions_unexplored:flooded_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
868, none, regions_unexplored:flooded_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
869, none, regions_unexplored:flooded_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
870, none, regions_unexplored:flooded_plains, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
871, none, regions_unexplored:flower_field, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
872, none, regions_unexplored:flower_field, MONSTER, alexsmobs:centipede_head, 10, 1, 1
873, none, regions_unexplored:flower_field, MONSTER, alexsmobs:farseer, 30, 1, 1
874, none, regions_unexplored:flower_field, MONSTER, alexsmobs:murmur, 10, 1, 1
875, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
876, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
877, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
878, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
879, none, regions_unexplored:flower_field, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
880, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:drygmy, 10, 1, 2
881, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
882, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
883, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
884, none, regions_unexplored:flower_field, AMBIENT, alexsmobs:fly, 10, 2, 3
885, none, regions_unexplored:flower_field, AMBIENT, alexsmobs:cockroach, 10, 5, 5
886, none, regions_unexplored:flower_field, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
887, forest, minecraft:flower_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
888, forest, minecraft:flower_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
889, forest, minecraft:flower_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
890, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
891, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
892, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
893, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
894, forest, minecraft:flower_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
895, forest, minecraft:flower_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
896, forest, minecraft:flower_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
897, forest, minecraft:flower_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
898, forest, minecraft:flower_forest, CREATURE, alexsmobs:crow, 10, 3, 5
899, forest, minecraft:flower_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
900, forest, minecraft:flower_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
901, forest, minecraft:flower_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
902, forest, minecraft:flower_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
903, forest, minecraft:flower_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
904, forest, minecraft:flower_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
905, forest, minecraft:flower_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
906, forest, minecraft:flower_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
907, forest, minecraft:flower_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
908, forest, minecraft:flower_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
909, forest, minecraft:forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
910, forest, minecraft:forest, MONSTER, alexsmobs:farseer, 30, 1, 1
911, forest, minecraft:forest, MONSTER, alexsmobs:murmur, 10, 1, 1
912, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
913, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
914, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
915, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
916, forest, minecraft:forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
917, forest, minecraft:forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
918, forest, minecraft:forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
919, forest, minecraft:forest, CREATURE, alexsmobs:crow, 10, 3, 5
920, forest, minecraft:forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
921, forest, minecraft:forest, CREATURE, alexsmobs:skunk, 10, 1, 2
922, forest, minecraft:forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
923, forest, minecraft:forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
924, forest, minecraft:forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
925, forest, minecraft:forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
926, forest, minecraft:forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
927, forest, minecraft:forest, AMBIENT, alexsmobs:fly, 10, 2, 3
928, forest, minecraft:forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
929, forest, minecraft:forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
930, none, fokastudio:frosted_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
931, none, stellarity:frosted_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
932, none, stellarity:frosted_hills, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
933, none, stellarity:frosted_hills, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
934, none, stellarity:frosted_hills, CREATURE, alexsmobs:endergrade, 10, 2, 6
935, none, stellarity:frosted_hills, CREATURE, alexsmobs:spectre, 10, 1, 2
936, none, stellarity:frosted_hills, CREATURE, alexsmobs:enderiophage, 10, 2, 2
937, none, stellarity:frosted_hills, CREATURE, alexsmobs:cosmaw, 10, 1, 2
938, none, stellarity:frosted_hills, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
939, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:ghoul, 25, 2, 5
940, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:nightmare, 10, 1, 1
941, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:revenant, 25, 5, 8
942, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
943, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
944, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
945, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
946, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
947, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
948, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
949, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
950, taiga, regions_unexplored:frozen_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
951, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
952, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:moose, 10, 3, 4
953, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
954, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
955, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:crow, 10, 3, 5
956, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
957, taiga, regions_unexplored:frozen_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
958, taiga, regions_unexplored:frozen_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
959, taiga, regions_unexplored:frozen_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
